ID,Hours,Date,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P_F,Parts Produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part
237,20,2024-08-08,MM1,Moulding,Zone D,5172,17,0.85,45.0,0.0,0,187,0.0,0.3777777777777778
238,21,2024-08-08,MM1,Moulding,Zone D,5188,16,0.87,54.0,0.0,0,176,0.0,0.2962962962962963
239,22,2024-08-08,MM1,Moulding,Zone A,5207,19,0.86,57.0,0.0,0,95,0.0,0.3333333333333333
240,23,2024-08-08,MM1,Moulding,Zone A,5225,18,0.87,55.0,0.0,0,90,0.0,0.3272727272727273
241,0,2024-08-09,MM1,Moulding,Zone A,5244,19,0.89,53.0,0.0,0,95,0.0,0.3584905660377358
242,1,2024-08-09,MM1,Moulding,Zone A,5259,15,0.89,52.0,0.0,0,75,0.0,0.2884615384615384
243,2,2024-08-09,MM1,Moulding,Zone A,5276,17,0.89,56.0,0.0,0,85,0.0,0.3035714285714285
244,3,2024-08-09,MM1,Moulding,Zone A,5293,17,0.9,54.0,0.0,0,85,0.0,0.3148148148148148
245,4,2024-08-09,MM1,Moulding,Zone A,5310,17,0.87,50.0,0.0,0,85,0.0,0.34
246,5,2024-08-09,MM1,Moulding,Zone A,5328,18,0.88,55.0,0.0,0,90,0.0,0.3272727272727273
247,6,2024-08-09,MM1,Moulding,Zone B,5347,19,0.85,59.0,0.0,0,133,0.0,0.3220338983050847
248,7,2024-08-09,MM1,Moulding,Zone B,5362,15,0.89,53.0,0.0,0,105,0.0,0.2830188679245283
249,8,2024-08-09,MM1,Moulding,Zone B,5378,16,0.86,45.0,0.0,0,112,0.0,0.3555555555555556
250,9,2024-08-09,MM1,Moulding,Zone C,5397,19,0.86,60.0,0.0,0,171,0.0,0.3166666666666667
251,10,2024-08-09,MM1,Moulding,Zone C,5416,19,0.85,48.0,0.0,0,171,0.0,0.3958333333333333
252,11,2024-08-09,MM1,Moulding,Zone C,5432,16,0.87,50.0,0.0,0,144,0.0,0.32
253,12,2024-08-09,MM1,Moulding,Zone B,5450,18,0.9,48.0,0.0,0,126,0.0,0.375
254,13,2024-08-09,MM1,Moulding,Zone B,5466,16,0.87,58.0,0.0,0,112,0.0,0.2758620689655172
255,14,2024-08-09,MM1,Moulding,Zone B,5486,20,0.9,54.0,0.0,0,140,0.0,0.3703703703703703
256,15,2024-08-09,MM1,Moulding,Zone B,5505,19,0.88,51.0,0.0,0,133,0.0,0.3725490196078431
257,16,2024-08-09,MM1,Moulding,Zone B,5524,19,0.88,56.0,0.0,0,133,0.0,0.3392857142857143
258,17,2024-08-09,MM1,Moulding,Zone B,5541,17,0.9,55.0,0.0,0,119,0.0,0.3090909090909091
259,18,2024-08-09,MM1,Moulding,Zone D,5561,20,0.9,60.0,0.0,0,220,0.0,0.3333333333333333
260,19,2024-08-09,MM1,Moulding,Zone D,5581,20,0.89,55.0,0.0,0,220,0.0,0.3636363636363636
261,20,2024-08-09,MM1,Moulding,Zone D,5596,15,0.89,47.0,0.0,0,165,0.0,0.3191489361702128
262,21,2024-08-09,MM1,Moulding,Zone D,5611,15,0.85,58.0,0.0,0,165,0.0,0.2586206896551724
263,22,2024-08-09,MM1,Moulding,Zone A,5630,19,0.88,47.0,0.0,0,95,0.0,0.4042553191489361
264,23,2024-08-09,MM1,Moulding,Zone A,5647,17,0.89,60.0,0.0,0,85,0.0,0.2833333333333333
265,0,2024-08-10,MM1,Moulding,Zone A,5667,20,0.89,54.0,0.0,0,100,0.0,0.3703703703703703
266,1,2024-08-10,MM1,Moulding,Zone A,5683,16,0.86,56.0,0.0,0,80,0.0,0.2857142857142857
267,2,2024-08-10,MM1,Moulding,Zone A,5701,18,0.88,59.0,0.0,0,90,0.0,0.3050847457627119
268,3,2024-08-10,MM1,Moulding,Zone A,5717,16,0.9,58.0,0.0,0,80,0.0,0.2758620689655172
269,4,2024-08-10,MM1,Moulding,Zone A,5732,15,0.85,49.0,0.0,0,75,0.0,0.3061224489795918
270,5,2024-08-10,MM1,Moulding,Zone A,5751,19,0.87,49.0,0.0,0,95,0.0,0.3877551020408163
271,6,2024-08-10,MM1,Moulding,Zone B,5770,19,0.88,53.0,0.0,0,133,0.0,0.3584905660377358
272,7,2024-08-10,MM1,Moulding,Zone B,5786,16,0.87,52.0,0.0,0,112,0.0,0.3076923076923077
273,8,2024-08-10,MM1,Moulding,Zone B,5806,20,0.87,59.0,0.0,0,140,0.0,0.3389830508474576
274,9,2024-08-10,MM1,Moulding,Zone C,5822,16,0.87,46.0,0.0,0,144,0.0,0.3478260869565217
275,10,2024-08-10,MM1,Moulding,Zone C,5837,15,0.88,46.0,0.0,0,135,0.0,0.3260869565217391
276,11,2024-08-10,MM1,Moulding,Zone C,5853,16,0.86,51.0,0.0,0,144,0.0,0.3137254901960784
277,12,2024-08-10,MM1,Moulding,Zone B,5872,19,0.85,46.0,0.0,0,133,0.0,0.4130434782608696
278,13,2024-08-10,MM1,Moulding,Zone B,5891,19,0.89,58.0,0.0,0,133,0.0,0.3275862068965517
279,14,2024-08-10,MM1,Moulding,Zone B,5909,18,0.9,56.0,0.0,0,126,0.0,0.3214285714285715
280,15,2024-08-10,MM1,Moulding,Zone B,5924,15,0.88,48.0,0.0,0,105,0.0,0.3125
281,16,2024-08-10,MM1,Moulding,Zone B,5943,19,0.85,48.0,0.0,0,133,0.0,0.3958333333333333
282,17,2024-08-10,MM1,Moulding,Zone B,5958,15,0.88,52.0,0.0,0,105,0.0,0.2884615384615384
283,18,2024-08-10,MM1,Moulding,Zone D,5977,19,0.89,49.0,0.0,0,209,0.0,0.3877551020408163
284,19,2024-08-10,MM1,Moulding,Zone D,5993,16,0.86,50.0,0.0,0,176,0.0,0.32
285,20,2024-08-10,MM1,Moulding,Zone D,6009,16,0.86,57.0,0.0,0,176,0.0,0.2807017543859649
286,21,2024-08-10,MM1,Moulding,Zone D,6028,19,0.85,49.0,0.0,0,209,0.0,0.3877551020408163
287,22,2024-08-10,MM1,Moulding,Zone A,6045,17,0.86,54.0,0.0,0,85,0.0,0.3148148148148148
288,23,2024-08-10,MM1,Moulding,Zone A,6061,16,0.9,54.0,0.0,0,80,0.0,0.2962962962962963
289,0,2024-08-11,MM1,Moulding,Zone A,6076,15,0.89,51.0,0.0,0,75,0.0,0.2941176470588235
290,1,2024-08-11,MM1,Moulding,Zone A,6091,15,0.86,49.0,0.0,0,75,0.0,0.3061224489795918
291,2,2024-08-11,MM1,Moulding,Zone A,6107,16,0.88,55.0,0.0,0,80,0.0,0.2909090909090909
292,3,2024-08-11,MM1,Moulding,Zone A,6125,18,0.85,55.0,0.0,0,90,0.0,0.3272727272727273
293,4,2024-08-11,MM1,Moulding,Zone A,6143,18,0.85,46.0,0.0,0,90,0.0,0.391304347826087
294,5,2024-08-11,MM1,Moulding,Zone A,6162,19,0.89,51.0,0.0,0,95,0.0,0.3725490196078431
295,6,2024-08-11,MM1,Moulding,Zone B,6182,20,0.9,53.0,0.0,0,140,0.0,0.3773584905660378
296,7,2024-08-11,MM1,Moulding,Zone B,6199,17,0.87,57.0,0.0,0,119,0.0,0.2982456140350877
297,8,2024-08-11,MM1,Moulding,Zone B,6217,18,0.9,47.0,0.0,0,126,0.0,0.3829787234042553
298,9,2024-08-11,MM1,Moulding,Zone C,6237,20,0.9,45.0,0.0,0,180,0.0,0.4444444444444444
299,10,2024-08-11,MM1,Moulding,Zone C,6254,17,0.86,58.0,0.0,0,153,0.0,0.293103448275862
300,11,2024-08-11,MM1,Moulding,Zone C,6272,18,0.87,46.0,0.0,0,162,0.0,0.391304347826087
301,12,2024-08-11,MM1,Moulding,Zone B,6288,16,0.86,60.0,0.0,0,112,0.0,0.2666666666666667
302,13,2024-08-11,MM1,Moulding,Zone B,6306,18,0.85,52.0,0.0,0,126,0.0,0.3461538461538461
303,14,2024-08-11,MM1,Moulding,Zone B,6322,16,0.89,55.0,0.0,0,112,0.0,0.2909090909090909
304,15,2024-08-11,MM1,Moulding,Zone B,6339,17,0.85,52.0,0.0,0,119,0.0,0.3269230769230769
305,16,2024-08-11,MM1,Moulding,Zone B,6357,18,0.89,59.0,0.0,0,126,0.0,0.3050847457627119
306,17,2024-08-11,MM1,Moulding,Zone B,6372,15,0.89,56.0,0.0,0,105,0.0,0.2678571428571428
307,18,2024-08-11,MM1,Moulding,Zone D,6392,20,0.89,47.0,0.0,0,220,0.0,0.425531914893617
308,19,2024-08-11,MM1,Moulding,Zone D,6412,20,0.88,59.0,0.0,0,220,0.0,0.3389830508474576
309,20,2024-08-11,MM1,Moulding,Zone D,6430,18,0.89,57.0,0.0,0,198,0.0,0.3157894736842105
310,21,2024-08-11,MM1,Moulding,Zone D,6446,16,0.9,60.0,0.0,0,176,0.0,0.2666666666666667
311,22,2024-08-11,MM1,Moulding,Zone A,6462,16,0.9,45.0,0.0,0,80,0.0,0.3555555555555556
312,23,2024-08-11,MM1,Moulding,Zone A,6477,15,0.87,48.0,0.0,0,75,0.0,0.3125
313,0,2024-08-12,MM1,Moulding,Zone A,6494,17,0.87,58.0,0.0,0,85,0.0,0.293103448275862
314,1,2024-08-12,MM1,Moulding,Zone A,6511,17,0.88,60.0,0.0,0,85,0.0,0.2833333333333333
315,2,2024-08-12,MM1,Moulding,Zone A,6530,19,0.87,59.0,0.0,0,95,0.0,0.3220338983050847
316,3,2024-08-12,MM1,Moulding,Zone A,6547,17,0.89,58.0,0.0,0,85,0.0,0.293103448275862
317,4,2024-08-12,MM1,Moulding,Zone A,6564,17,0.87,53.0,0.0,0,85,0.0,0.3207547169811321
318,5,2024-08-12,MM1,Moulding,Zone A,6583,19,0.86,60.0,0.0,0,95,0.0,0.3166666666666667
319,6,2024-08-12,MM1,Moulding,Zone B,6601,18,0.88,50.0,0.0,0,126,0.0,0.36
320,7,2024-08-12,MM1,Moulding,Zone B,6618,17,0.86,50.0,0.0,0,119,0.0,0.34
321,8,2024-08-12,MM1,Moulding,Zone B,6638,20,0.89,60.0,0.0,0,140,0.0,0.3333333333333333
322,9,2024-08-12,MM1,Moulding,Zone C,6656,18,0.85,49.0,0.0,0,162,0.0,0.3673469387755102
323,10,2024-08-12,MM1,Moulding,Zone C,6672,16,0.85,51.0,0.0,0,144,0.0,0.3137254901960784
324,11,2024-08-12,MM1,Moulding,Zone C,6689,17,0.89,57.0,0.0,0,153,0.0,0.2982456140350877
325,12,2024-08-12,MM1,Moulding,Zone B,6709,20,0.89,45.0,0.0,0,140,0.0,0.4444444444444444
326,13,2024-08-12,MM1,Moulding,Zone B,6725,16,0.85,51.0,0.0,0,112,0.0,0.3137254901960784
327,14,2024-08-12,MM1,Moulding,Zone B,6743,18,0.87,55.0,0.0,0,126,0.0,0.3272727272727273
328,15,2024-08-12,MM1,Moulding,Zone B,6761,18,0.87,45.0,0.0,0,126,0.0,0.4
329,16,2024-08-12,MM1,Moulding,Zone B,6777,16,0.86,52.0,0.0,0,112,0.0,0.3076923076923077
330,17,2024-08-12,MM1,Moulding,Zone B,6794,17,0.88,56.0,0.0,0,119,0.0,0.3035714285714285
331,18,2024-08-12,MM1,Moulding,Zone D,6813,19,0.89,45.0,0.0,0,209,0.0,0.4222222222222222
332,19,2024-08-12,MM1,Moulding,Zone D,6829,16,0.87,46.0,0.0,0,176,0.0,0.3478260869565217
333,20,2024-08-12,MM1,Moulding,Zone D,6848,19,0.86,47.0,0.0,0,209,0.0,0.4042553191489361
334,21,2024-08-12,MM1,Moulding,Zone D,6867,19,0.89,53.0,0.0,0,209,0.0,0.3584905660377358
335,22,2024-08-12,MM1,Moulding,Zone A,6884,17,0.89,59.0,0.0,0,85,0.0,0.288135593220339
336,23,2024-08-12,MM1,Moulding,Zone A,6902,18,0.87,60.0,0.0,0,90,0.0,0.3
337,0,2024-07-30,MM2,Moulding,Zone A,1826,25,0.79,60.0,0.0,0,125,0.0,0.4166666666666667
338,1,2024-07-30,MM2,Moulding,Zone A,1851,25,0.77,45.0,0.0,0,125,0.0,0.5555555555555556
339,2,2024-07-30,MM2,Moulding,Zone A,1878,27,0.77,58.0,0.0,0,135,0.0,0.4655172413793103
340,3,2024-07-30,MM2,Moulding,Zone A,1908,30,0.75,57.0,0.0,0,150,0.0,0.5263157894736842
341,4,2024-07-30,MM2,Moulding,Zone A,1936,28,0.75,59.0,0.0,0,140,0.0,0.4745762711864407
342,5,2024-07-30,MM2,Moulding,Zone A,1964,28,0.76,50.0,0.0,0,140,0.0,0.56
343,6,2024-07-30,MM2,Moulding,Zone B,1992,28,0.79,54.0,0.0,0,196,0.0,0.5185185185185185
344,7,2024-07-30,MM2,Moulding,Zone B,2020,28,0.75,60.0,0.0,0,196,0.0,0.4666666666666667
345,8,2024-07-30,MM2,Moulding,Zone B,2049,29,0.77,60.0,0.0,0,203,0.0,0.4833333333333333
346,9,2024-07-30,MM2,Moulding,Zone C,2075,26,0.76,54.0,0.0,0,234,0.0,0.4814814814814815
347,10,2024-07-30,MM2,Moulding,Zone C,2105,30,0.79,48.0,0.0,0,270,0.0,0.625
348,11,2024-07-30,MM2,Moulding,Zone C,2134,29,0.78,51.0,0.0,0,261,0.0,0.5686274509803921
349,12,2024-07-30,MM2,Moulding,Zone B,2162,28,0.76,51.0,0.0,0,196,0.0,0.5490196078431373
350,13,2024-07-30,MM2,Moulding,Zone B,2192,30,0.78,45.0,0.0,0,210,0.0,0.6666666666666666
351,14,2024-07-30,MM2,Moulding,Zone B,2218,26,0.79,53.0,0.0,0,182,0.0,0.4905660377358491
352,15,2024-07-30,MM2,Moulding,Zone B,2245,27,0.75,46.0,0.0,0,189,0.0,0.5869565217391305
353,16,2024-07-30,MM2,Moulding,Zone B,2275,30,0.77,46.0,0.0,0,210,0.0,0.6521739130434783
354,17,2024-07-30,MM2,Moulding,Zone B,2302,27,0.76,53.0,0.0,0,189,0.0,0.5094339622641509
355,18,2024-07-30,MM2,Moulding,Zone D,2331,29,0.76,59.0,0.0,0,319,0.0,0.4915254237288136
356,19,2024-07-30,MM2,Moulding,Zone D,2356,25,0.78,49.0,0.0,0,275,0.0,0.5102040816326531
357,20,2024-07-30,MM2,Moulding,Zone D,2385,29,0.76,56.0,0.0,0,319,0.0,0.5178571428571429
358,21,2024-07-30,MM2,Moulding,Zone D,2415,30,0.77,52.0,0.0,0,330,0.0,0.5769230769230769
359,22,2024-07-30,MM2,Moulding,Zone A,2444,29,0.79,46.0,0.0,0,145,0.0,0.6304347826086957
360,23,2024-07-30,MM2,Moulding,Zone A,2473,29,0.78,52.0,0.0,0,145,0.0,0.5576923076923077
361,0,2024-07-31,MM2,Moulding,Zone A,2503,30,0.75,48.0,0.0,0,150,0.0,0.625
362,1,2024-07-31,MM2,Moulding,Zone A,2533,30,0.75,50.0,0.0,0,150,0.0,0.6
363,2,2024-07-31,MM2,Moulding,Zone A,2558,25,0.79,46.0,0.0,0,125,0.0,0.5434782608695652
364,3,2024-07-31,MM2,Moulding,Zone A,2587,29,0.79,50.0,0.0,0,145,0.0,0.58
365,4,2024-07-31,MM2,Moulding,Zone A,2612,25,0.8,52.0,0.0,0,125,0.0,0.4807692307692308
366,5,2024-07-31,MM2,Moulding,Zone A,2638,26,0.78,46.0,0.0,0,130,0.0,0.5652173913043478
367,6,2024-07-31,MM2,Moulding,Zone B,2664,26,0.79,57.0,0.0,0,182,0.0,0.456140350877193
368,7,2024-07-31,MM2,Moulding,Zone B,2689,25,0.77,56.0,0.0,0,175,0.0,0.4464285714285715
369,8,2024-07-31,MM2,Moulding,Zone B,2718,29,0.77,48.0,0.0,0,203,0.0,0.6041666666666666
370,9,2024-07-31,MM2,Moulding,Zone C,2746,28,0.78,47.0,0.0,0,252,0.0,0.5957446808510638
371,10,2024-07-31,MM2,Moulding,Zone C,2775,29,0.78,46.0,0.0,0,261,0.0,0.6304347826086957
372,11,2024-07-31,MM2,Moulding,Zone C,2805,30,0.76,58.0,0.0,0,270,0.0,0.5172413793103449
373,12,2024-07-31,MM2,Moulding,Zone B,2834,29,0.78,54.0,0.0,0,203,0.0,0.5370370370370371
374,13,2024-07-31,MM2,Moulding,Zone B,2862,28,0.78,56.0,0.0,0,196,0.0,0.5
375,14,2024-07-31,MM2,Moulding,Zone B,2889,27,0.76,52.0,0.0,0,189,0.0,0.5192307692307693
376,15,2024-07-31,MM2,Moulding,Zone B,2919,30,0.76,52.0,0.0,0,210,0.0,0.5769230769230769
377,16,2024-07-31,MM2,Moulding,Zone B,2945,26,0.75,56.0,0.0,0,182,0.0,0.4642857142857143
378,17,2024-07-31,MM2,Moulding,Zone B,2974,29,0.76,49.0,0.0,0,203,0.0,0.5918367346938775
379,18,2024-07-31,MM2,Moulding,Zone D,3003,29,0.76,45.0,0.0,0,319,0.0,0.6444444444444445
380,19,2024-07-31,MM2,Moulding,Zone D,3030,27,0.77,48.0,0.0,0,297,0.0,0.5625
381,20,2024-07-31,MM2,Moulding,Zone D,3056,26,0.77,52.0,0.0,0,286,0.0,0.5
382,21,2024-07-31,MM2,Moulding,Zone D,3083,27,0.78,60.0,0.0,0,297,0.0,0.45
383,22,2024-07-31,MM2,Moulding,Zone A,3110,27,0.77,50.0,0.0,0,135,0.0,0.54
384,23,2024-07-31,MM2,Moulding,Zone A,3136,26,0.8,47.0,0.0,0,130,0.0,0.5531914893617021
385,0,2024-08-01,MM2,Moulding,Zone A,3164,28,0.8,49.0,0.0,0,140,0.0,0.5714285714285714
386,1,2024-08-01,MM2,Moulding,Zone A,3194,30,0.78,49.0,0.0,0,150,0.0,0.6122448979591837
387,2,2024-08-01,MM2,Moulding,Zone A,3223,29,0.77,46.0,0.0,0,145,0.0,0.6304347826086957
388,3,2024-08-01,MM2,Moulding,Zone A,3252,29,0.8,49.0,0.0,0,145,0.0,0.5918367346938775
389,4,2024-08-01,MM2,Moulding,Zone A,3282,30,0.79,48.0,0.0,0,150,0.0,0.625
390,5,2024-08-01,MM2,Moulding,Zone A,3309,27,0.75,59.0,0.0,0,135,0.0,0.4576271186440678
391,6,2024-08-01,MM2,Moulding,Zone B,3337,28,0.77,58.0,0.0,0,196,0.0,0.4827586206896552
392,7,2024-08-01,MM2,Moulding,Zone B,3363,26,0.78,55.0,0.0,0,182,0.0,0.4727272727272727
393,8,2024-08-01,MM2,Moulding,Zone B,3392,29,0.77,48.0,0.0,0,203,0.0,0.6041666666666666
394,9,2024-08-01,MM2,Moulding,Zone C,3421,29,0.77,59.0,0.0,0,261,0.0,0.4915254237288136
395,10,2024-08-01,MM2,Moulding,Zone C,3450,29,0.77,58.0,0.0,0,261,0.0,0.5
396,11,2024-08-01,MM2,Moulding,Zone C,3477,27,0.78,53.0,0.0,0,243,0.0,0.5094339622641509
397,12,2024-08-01,MM2,Moulding,Zone B,3504,27,0.76,50.0,0.0,0,189,0.0,0.54
398,13,2024-08-01,MM2,Moulding,Zone B,3531,27,0.8,50.0,0.0,0,189,0.0,0.54
399,14,2024-08-01,MM2,Moulding,Zone B,3561,30,0.75,45.0,0.0,0,210,0.0,0.6666666666666666
400,15,2024-08-01,MM2,Moulding,Zone B,3586,25,0.77,55.0,0.0,0,175,0.0,0.4545454545454545
401,16,2024-08-01,MM2,Moulding,Zone B,3612,26,0.8,47.0,0.0,0,182,0.0,0.5531914893617021
402,17,2024-08-01,MM2,Moulding,Zone B,3640,28,0.77,54.0,0.0,0,196,0.0,0.5185185185185185
403,18,2024-08-01,MM2,Moulding,Zone D,3670,30,0.79,45.0,0.0,0,330,0.0,0.6666666666666666
404,19,2024-08-01,MM2,Moulding,Zone D,3695,25,0.78,58.0,0.0,0,275,0.0,0.4310344827586207
405,20,2024-08-01,MM2,Moulding,Zone D,3724,29,0.76,54.0,0.0,0,319,0.0,0.5370370370370371
406,21,2024-08-01,MM2,Moulding,Zone D,3753,29,0.79,53.0,0.0,0,319,0.0,0.5471698113207547
407,22,2024-08-01,MM2,Moulding,Zone A,3778,25,0.76,45.0,0.0,0,125,0.0,0.5555555555555556
408,23,2024-08-01,MM2,Moulding,Zone A,3806,28,0.79,50.0,0.0,0,140,0.0,0.56
409,0,2024-08-02,MM2,Moulding,Zone A,3834,28,0.76,58.0,0.0,0,140,0.0,0.4827586206896552
410,1,2024-08-02,MM2,Moulding,Zone A,3860,26,0.78,59.0,0.0,0,130,0.0,0.4406779661016949
411,2,2024-08-02,MM2,Moulding,Zone A,3886,26,0.8,58.0,0.0,0,130,0.0,0.4482758620689655
412,3,2024-08-02,MM2,Moulding,Zone A,3912,26,0.76,47.0,0.0,0,130,0.0,0.5531914893617021
413,4,2024-08-02,MM2,Moulding,Zone A,3941,29,0.78,51.0,0.0,0,145,0.0,0.5686274509803921
414,5,2024-08-02,MM2,Moulding,Zone A,3970,29,0.76,59.0,0.0,0,145,0.0,0.4915254237288136
415,6,2024-08-02,MM2,Moulding,Zone B,3999,29,0.78,55.0,0.0,0,203,0.0,0.5272727272727272
416,7,2024-08-02,MM2,Moulding,Zone B,4025,26,0.77,56.0,0.0,0,182,0.0,0.4642857142857143
417,8,2024-08-02,MM2,Moulding,Zone B,4055,30,0.79,54.0,0.0,0,210,0.0,0.5555555555555556
418,9,2024-08-02,MM2,Moulding,Zone C,4081,26,0.8,58.0,0.0,0,234,0.0,0.4482758620689655
419,10,2024-08-02,MM2,Moulding,Zone C,4110,29,0.8,54.0,0.0,0,261,0.0,0.5370370370370371
420,11,2024-08-02,MM2,Moulding,Zone C,4138,28,0.77,54.0,0.0,0,252,0.0,0.5185185185185185
421,12,2024-08-02,MM2,Moulding,Zone B,4163,25,0.78,45.0,0.0,0,175,0.0,0.5555555555555556
422,13,2024-08-02,MM2,Moulding,Zone B,4188,25,0.78,47.0,0.0,0,175,0.0,0.5319148936170213
423,14,2024-08-02,MM2,Moulding,Zone B,4213,25,0.78,55.0,0.0,0,175,0.0,0.4545454545454545
424,15,2024-08-02,MM2,Moulding,Zone B,4239,26,0.79,49.0,0.0,0,182,0.0,0.5306122448979592
425,16,2024-08-02,MM2,Moulding,Zone B,4266,27,0.77,47.0,0.0,0,189,0.0,0.574468085106383
426,17,2024-08-02,MM2,Moulding,Zone B,4292,26,0.8,59.0,0.0,0,182,0.0,0.4406779661016949
427,18,2024-08-02,MM2,Moulding,Zone D,4318,26,0.76,55.0,0.0,0,286,0.0,0.4727272727272727
428,19,2024-08-02,MM2,Moulding,Zone D,4347,29,0.75,45.0,0.0,0,319,0.0,0.6444444444444445
429,20,2024-08-02,MM2,Moulding,Zone D,4373,26,0.75,56.0,0.0,0,286,0.0,0.4642857142857143
430,21,2024-08-02,MM2,Moulding,Zone D,4398,25,0.78,60.0,0.0,0,275,0.0,0.4166666666666667
431,22,2024-08-02,MM2,Moulding,Zone A,4423,25,0.77,52.0,0.0,0,125,0.0,0.4807692307692308
432,23,2024-08-02,MM2,Moulding,Zone A,4450,27,0.78,50.0,0.0,0,135,0.0,0.54
433,0,2024-08-03,MM2,Moulding,Zone A,4479,29,0.79,59.0,0.0,0,145,0.0,0.4915254237288136
434,1,2024-08-03,MM2,Moulding,Zone A,4504,25,0.79,56.0,0.0,0,125,0.0,0.4464285714285715
435,2,2024-08-03,MM2,Moulding,Zone A,4531,27,0.78,54.0,0.0,0,135,0.0,0.5
436,3,2024-08-03,MM2,Moulding,Zone A,4559,28,0.77,48.0,0.0,0,140,0.0,0.5833333333333334
437,4,2024-08-03,MM2,Moulding,Zone A,4587,28,0.78,55.0,0.0,0,140,0.0,0.509090909090909
438,5,2024-08-03,MM2,Moulding,Zone A,4612,25,0.76,46.0,0.0,0,125,0.0,0.5434782608695652
439,6,2024-08-03,MM2,Moulding,Zone B,4640,28,0.79,60.0,0.0,0,196,0.0,0.4666666666666667
440,7,2024-08-03,MM2,Moulding,Zone B,4669,29,0.8,53.0,0.0,0,203,0.0,0.5471698113207547
441,8,2024-08-03,MM2,Moulding,Zone B,4696,27,0.76,60.0,0.0,0,189,0.0,0.45
442,9,2024-08-03,MM2,Moulding,Zone C,4721,25,0.79,55.0,0.0,0,225,0.0,0.4545454545454545
443,10,2024-08-03,MM2,Moulding,Zone C,4749,28,0.77,56.0,0.0,0,252,0.0,0.5
444,11,2024-08-03,MM2,Moulding,Zone C,4774,25,0.78,57.0,0.0,0,225,0.0,0.4385964912280702
445,12,2024-08-03,MM2,Moulding,Zone B,4800,26,0.76,51.0,0.0,0,182,0.0,0.5098039215686274
446,13,2024-08-03,MM2,Moulding,Zone B,4828,28,0.76,52.0,0.0,0,196,0.0,0.5384615384615384
447,14,2024-08-03,MM2,Moulding,Zone B,4854,26,0.77,51.0,0.0,0,182,0.0,0.5098039215686274
448,15,2024-08-03,MM2,Moulding,Zone B,4882,28,0.78,54.0,0.0,0,196,0.0,0.5185185185185185
449,16,2024-08-03,MM2,Moulding,Zone B,4907,25,0.76,49.0,0.0,0,175,0.0,0.5102040816326531
450,17,2024-08-03,MM2,Moulding,Zone B,4933,26,0.76,60.0,0.0,0,182,0.0,0.4333333333333333
451,18,2024-08-03,MM2,Moulding,Zone D,4963,30,0.8,45.0,0.0,0,330,0.0,0.6666666666666666
452,19,2024-08-03,MM2,Moulding,Zone D,4992,29,0.75,54.0,0.0,0,319,0.0,0.5370370370370371
453,20,2024-08-03,MM2,Moulding,Zone D,5021,29,0.75,47.0,0.0,0,319,0.0,0.6170212765957447
454,21,2024-08-03,MM2,Moulding,Zone D,5050,29,0.79,45.0,0.0,0,319,0.0,0.6444444444444445
455,22,2024-08-03,MM2,Moulding,Zone A,5078,28,0.79,46.0,0.0,0,140,0.0,0.6086956521739131
456,23,2024-08-03,MM2,Moulding,Zone A,5105,27,0.77,50.0,0.0,0,135,0.0,0.54
457,0,2024-08-04,MM2,Moulding,Zone A,5132,27,0.77,50.0,0.0,0,135,0.0,0.54
458,1,2024-08-04,MM2,Moulding,Zone A,5158,26,0.78,59.0,0.0,0,130,0.0,0.4406779661016949
459,2,2024-08-04,MM2,Moulding,Zone A,5184,26,0.77,50.0,0.0,0,130,0.0,0.52
460,3,2024-08-04,MM2,Moulding,Zone A,5212,28,0.79,54.0,0.0,0,140,0.0,0.5185185185185185
461,4,2024-08-04,MM2,Moulding,Zone A,5242,30,0.77,59.0,0.0,0,150,0.0,0.5084745762711864
462,5,2024-08-04,MM2,Moulding,Zone A,5268,26,0.79,59.0,0.0,0,130,0.0,0.4406779661016949
463,6,2024-08-04,MM2,Moulding,Zone B,5297,29,0.77,53.0,0.0,0,203,0.0,0.5471698113207547
464,7,2024-08-04,MM2,Moulding,Zone B,5327,30,0.76,46.0,0.0,0,210,0.0,0.6521739130434783
465,8,2024-08-04,MM2,Moulding,Zone B,5355,28,0.76,51.0,0.0,0,196,0.0,0.5490196078431373
466,9,2024-08-04,MM2,Moulding,Zone C,5383,28,0.76,52.0,0.0,0,252,0.0,0.5384615384615384
467,10,2024-08-04,MM2,Moulding,Zone C,5409,26,0.76,47.0,0.0,0,234,0.0,0.5531914893617021
468,11,2024-08-04,MM2,Moulding,Zone C,5437,28,0.76,53.0,0.0,0,252,0.0,0.5283018867924528
469,12,2024-08-04,MM2,Moulding,Zone B,5466,29,0.77,57.0,0.0,0,203,0.0,0.5087719298245614
470,13,2024-08-04,MM2,Moulding,Zone B,5492,26,0.78,60.0,0.0,0,182,0.0,0.4333333333333333
471,14,2024-08-04,MM2,Moulding,Zone B,5517,25,0.79,56.0,0.0,0,175,0.0,0.4464285714285715
472,15,2024-08-04,MM2,Moulding,Zone B,5545,28,0.8,47.0,0.0,0,196,0.0,0.5957446808510638
473,16,2024-08-04,MM2,Moulding,Zone B,5572,27,0.77,57.0,0.0,0,189,0.0,0.4736842105263158
474,17,2024-08-04,MM2,Moulding,Zone B,5600,28,0.76,58.0,0.0,0,196,0.0,0.4827586206896552
